State/UT,District,Year,Murder,Attempt_To_Murder,Culpable_Homicide_Not_Amounting_To_Murder,Rape,Kidnapping_And_Abduction_Of_Women_And_Girls,Kidnapping_And_Abduction_Of_Others,Dacoity,Robbery,Burglary,Auto_Theft,Other_Theft,Riots,Criminal_Breach_Of_Trust,Cheating,Counterfieting,Arson,Hurt/Grevious_Hurt,Dowry_Deaths,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,Insult_To_Modesty_Of_Women,Cruelty_By_Husband_Or_His_Relatives,Causing_Death_By_Negligence,Other_Ipc_Crimes,Total_Ipc_Crimes,Total_Crimes
Andhra Pradesh,Ranga Reddy,2006,57,26,5,9,10,19,0,7,85,20,106,33,3,52,0,37,918,15,50,9,67,168,332,2028,6062
Andhra Pradesh,Secunderabad Rly.,2006,11,0,0,2,1,2,2,8,0,0,222,0,0,7,10,0,8,2,0,0,1,3,32,311,2628
Andhra Pradesh,Srikakulam,2006,46,0,6,27,21,0,0,2,119,0,214,71,14,69,3,26,1184,3,70,25,188,208,720,3016,8038
Andhra Pradesh,Vijayawada City,2006,43,50,6,21,60,26,3,34,392,424,1071,11,58,410,12,10,1619,8,135,158,336,246,729,5862,13730
Andhra Pradesh,Vijayawada Rly.,2006,2,1,0,0,0,0,1,2,0,0,259,2,1,2,2,0,14,0,5,1,0,3,44,339,2684
Andhra Pradesh,Visakha Rural,2006,65,29,1,6,11,0,5,6,96,0,181,49,13,83,3,27,1613,4,45,38,158,418,384,3235,8476
Andhra Pradesh,Visakhapatnam,2006,37,30,1,21,40,9,3,27,417,356,765,28,66,261,27,8,540,10,62,30,397,247,2095,5478,12961
Andhra Pradesh,Vizianagaram,2006,35,17,0,16,16,4,6,8,89,1,170,50,10,57,5,8,549,5,69,22,171,218,1429,2955,7916
Andhra Pradesh,Warangal,2006,116,89,2,50,78,25,1,19,319,188,530,464,15,290,10,70,1743,40,230,56,480,487,2577,7879,17764
Andhra Pradesh,West Godavari,2006,59,130,0,53,50,46,1,19,275,236,1015,52,83,441,26,35,2444,23,354,117,4,452,1623,7538,17082
Andhra Pradesh,Adilabad,2007,112,61,12,46,72,11,4,9,211,80,401,95,15,179,2,17,1244,21,156,133,335,309,2160,5685,13377
Andhra Pradesh,Anantapur,2007,149,85,3,31,35,52,10,20,203,76,527,85,13,125,17,8,1073,14,176,194,0,398,1888,5182,12371
Andhra Pradesh,Chittoor,2007,129,72,2,31,47,55,27,25,217,302,832,74,26,248,5,48,1101,25,118,197,395,620,2499,7095,16197
Andhra Pradesh,Cuddapah,2007,96,47,3,32,68,8,4,8,163,106,314,85,30,221,4,29,982,8,139,94,242,467,2350,5500,13007
Andhra Pradesh,Cyberabad,2007,186,84,8,45,100,47,21,90,1165,1124,1804,88,103,1192,5,74,3641,41,118,55,881,1188,2172,14236,30475
Andhra Pradesh,East Godavari,2007,99,114,2,30,64,20,1,19,428,398,963,26,75,320,19,52,2538,19,159,131,561,692,1850,8580,19167
Andhra Pradesh,Guntakal Rly.,2007,3,0,0,0,1,1,2,2,0,0,119,0,0,1,4,0,8,0,0,4,3,2,25,175,2357
Andhra Pradesh,Guntur,2007,157,190,1,43,79,14,4,19,251,290,838,60,42,376,18,77,1567,28,292,214,569,612,2918,8659,19325
Andhra Pradesh,Hyderabad City,2007,121,147,9,58,74,74,6,96,993,1685,2857,214,116,1669,7,37,4352,41,216,128,1365,502,2624,17391,36789
Andhra Pradesh,Karimnagar,2007,123,95,5,73,135,17,3,16,301,8,795,158,52,432,0,55,2971,61,315,278,687,483,1472,8535,19077
Andhra Pradesh,Khammam,2007,125,58,5,81,73,31,4,27,242,93,469,159,20,162,10,28,1137,28,176,272,422,463,2130,6215,14437
Andhra Pradesh,Krishna,2007,64,52,1,27,47,10,0,10,164,65,456,20,16,147,8,53,2370,13,161,150,348,307,689,5178,12363
Andhra Pradesh,Kurnool,2007,124,119,2,36,64,21,12,11,247,121,285,88,37,226,12,41,1234,7,327,219,364,465,2097,6159,14325
Andhra Pradesh,Mahaboobnagar,2007,173,63,31,87,75,11,10,34,261,6,753,87,19,198,4,77,2151,27,132,21,218,666,1285,6389,14785
Andhra Pradesh,Medak,2007,128,95,13,51,56,9,2,25,268,133,469,62,11,253,3,66,1869,49,115,96,346,963,988,6070,14147
Andhra Pradesh,Nalgonda,2007,135,55,4,69,75,12,8,45,240,109,359,117,16,232,6,82,1816,36,233,112,429,718,3052,7960,17927
Andhra Pradesh,Nellore,2007,68,81,3,44,65,2,2,11,239,169,549,63,30,168,5,59,2299,14,203,123,331,416,1047,5991,13989
Andhra Pradesh,Nizamabad,2007,151,77,9,23,48,12,22,17,287,83,407,84,20,161,5,40,1695,25,88,59,455,418,991,5178,12362
Andhra Pradesh,Prakasham,2007,78,63,1,40,65,9,4,20,207,126,385,27,27,199,12,122,1303,7,171,266,261,352,1910,5655,13317
Andhra Pradesh,Ranga Reddy,2007,72,21,6,21,10,17,3,2,110,18,132,19,8,67,0,26,872,25,40,10,93,182,416,2170,6347
Andhra Pradesh,Secunderabad Rly.,2007,12,0,0,0,0,0,0,6,0,0,339,0,0,8,14,0,13,0,2,0,0,4,47,445,2897
Andhra Pradesh,Srikakulam,2007,31,5,0,30,19,0,2,8,142,16,190,35,17,93,4,40,1607,12,99,57,345,263,883,3898,9803
Andhra Pradesh,Vijayawada City,2007,33,44,3,17,49,15,0,31,225,326,1051,2,44,339,3,18,1671,10,131,202,531,265,577,5587,13181
Andhra Pradesh,Vijayawada Rly.,2007,3,1,0,0,0,0,1,4,0,0,293,2,1,4,0,0,5,0,4,1,1,6,47,373,2753
Andhra Pradesh,Visakha Rural,2007,70,36,6,12,11,0,2,7,90,2,109,57,5,73,5,20,1682,7,57,24,167,382,454,3278,8563
Andhra Pradesh,Visakhapatnam,2007,21,23,1,24,23,16,9,24,370,417,798,24,65,285,16,9,513,14,100,25,535,255,1912,5480,12966
Andhra Pradesh,Vizianagaram,2007,34,30,0,10,20,3,3,5,97,1,252,17,8,66,5,11,495,3,90,46,270,239,1551,3256,8519
Andhra Pradesh,Warangal,2007,106,61,5,57,109,29,1,15,277,202,495,217,8,294,9,63,1690,56,279,50,608,469,2233,7333,16673
Andhra Pradesh,West Godavari,2007,62,106,0,52,80,37,3,8,279,227,967,33,45,365,22,24,2223,22,309,155,573,523,1319,7434,16875
Andhra Pradesh,Adilabad,2008,73,82,14,50,26,15,3,20,248,56,371,100,17,135,1,45,1289,5,174,103,355,336,1782,5300,12608
Andhra Pradesh,Anantapur,2008,154,80,4,37,36,54,10,20,222,187,309,51,24,108,15,0,1050,12,133,132,0,334,2762,5734,13476
Andhra Pradesh,Chittoor,2008,123,65,7,30,57,27,6,20,260,420,901,64,29,295,20,33,1017,26,104,250,288,730,2535,7307,16622
Andhra Pradesh,Cuddapah,2008,114,94,5,27,64,12,2,12,149,151,386,143,28,248,3,11,1149,11,212,37,267,496,2984,6605,15218
Andhra Pradesh,Cyberabad,2008,197,66,3,80,101,40,7,81,1319,1202,1879,74,103,1183,6,42,3321,59,130,833,884,1166,1397,14173,30354
Andhra Pradesh,East Godavari,2008,82,112,1,48,13,78,0,19,425,256,933,48,109,328,36,47,3172,23,194,131,563,642,1175,8435,18878
Andhra Pradesh,Guntakal Rly.,2008,7,0,0,0,0,0,0,1,0,0,122,0,1,4,7,0,7,0,3,1,2,2,14,171,2350
Andhra Pradesh,Guntur,2008,159,196,3,48,65,18,4,25,336,392,841,64,40,393,21,74,1615,26,306,99,496,621,3065,8911,19826
Andhra Pradesh,Hyderabad City,2008,122,126,5,62,77,63,10,115,1143,2106,3094,143,143,1875,42,44,4244,41,231,148,1184,482,3067,18567,39142
Andhra Pradesh,Karimnagar,2008,134,114,12,84,148,11,1,15,294,158,539,153,36,525,5,56,2937,48,310,273,596,519,1368,8337,18681
Andhra Pradesh,Khammam,2008,123,47,5,70,83,20,3,9,251,186,374,97,23,150,8,28,1089,26,213,24,329,492,2179,5834,13671
Andhra Pradesh,Krishna,2008,53,63,4,38,52,17,0,11,166,121,466,13,9,114,13,38,2434,12,254,93,379,403,775,5528,13064
Andhra Pradesh,Kurnool,2008,116,143,5,47,72,17,14,28,252,160,370,158,22,282,9,9,2972,17,419,232,227,551,1713,7835,17678
Andhra Pradesh,Mahaboobnagar,2008,188,66,30,72,87,17,9,36,256,8,915,65,16,173,9,56,2306,35,162,38,231,696,1190,6661,15330
Andhra Pradesh,Medak,2008,140,57,10,50,44,18,7,20,297,145,496,57,24,241,9,37,2190,35,114,61,332,672,933,5989,13986
Andhra Pradesh,Nalgonda,2008,121,76,3,90,76,15,7,31,279,132,419,135,24,218,7,77,1762,32,243,155,353,728,3043,8026,18060
Andhra Pradesh,Nellore,2008,70,73,6,39,73,10,4,23,266,249,486,43,79,121,19,52,2408,6,184,130,333,414,1029,6118,14243
Andhra Pradesh,Nizamabad,2008,153,61,17,31,25,26,7,31,338,96,590,67,28,241,6,47,1969,16,70,85,305,420,1080,5709,13426
Andhra Pradesh,Prakasham,2008,75,59,4,30,53,13,5,12,173,124,289,28,35,216,10,124,1222,5,192,38,229,445,2072,5453,12914
Andhra Pradesh,Ranga Reddy,2008,91,35,8,37,13,10,2,8,142,28,156,19,15,65,2,30,855,19,39,25,120,190,510,2419,6846
Andhra Pradesh,Secunderabad Rly.,2008,10,0,0,2,0,0,0,2,0,0,371,0,0,4,6,0,17,0,1,0,0,3,60,476,2960
Andhra Pradesh,Srikakulam,2008,25,0,2,32,14,4,2,4,147,21,198,8,8,59,12,26,1632,6,92,72,314,269,961,3908,9824
Andhra Pradesh,Vijayawada City,2008,34,58,1,30,36,13,1,24,189,321,855,8,52,326,13,23,1482,9,104,252,395,291,610,5127,12262
Andhra Pradesh,Vijayawada Rly.,2008,1,1,0,0,0,1,0,3,1,0,306,1,0,3,28,0,12,0,1,1,0,1,57,417,2842
Andhra Pradesh,Visakha Rural,2008,65,40,4,12,9,3,0,3,103,4,149,159,5,61,5,20,1509,10,79,40,168,365,294,3107,8222
Andhra Pradesh,Visakhapatnam,2008,32,36,1,29,26,8,3,28,263,343,702,14,31,267,21,10,412,13,87,2,488,313,1886,5015,12038
Andhra Pradesh,Vizianagaram,2008,29,21,3,6,14,2,0,1,147,0,206,12,6,99,12,21,478,3,88,60,253,270,1411,3142,8292
Andhra Pradesh,Warangal,2008,121,73,5,59,62,20,1,3,263,140,315,173,15,304,14,44,1562,36,223,54,519,512,2240,6758,15524
Andhra Pradesh,West Godavari,2008,78,98,3,117,70,42,2,18,403,291,1027,33,68,355,20,27,2055,25,368,182,696,498,1737,8213,18434
Andhra Pradesh,Adilabad,2009,85,39,11,67,56,17,6,20,200,82,269,101,11,161,7,35,1254,13,192,163,428,333,1762,5312,12633
Andhra Pradesh,Anantapur,2009,140,78,4,22,60,8,9,24,176,47,500,98,24,104,26,22,1049,14,157,13,143,649,1814,5181,12371
Andhra Pradesh,Chittoor,2009,85,68,2,33,46,28,4,17,251,521,687,104,25,276,32,45,1040,19,120,268,333,682,2582,7268,16545
Andhra Pradesh,Cuddapah,2009,93,44,0,27,47,10,2,9,103,144,316,162,30,206,5,44,1061,17,165,52,124,522,2327,5510,13029
Andhra Pradesh,Cyberabad,2009,186,84,15,82,113,55,11,72,1348,1365,1993,83,124,1174,13,71,3136,46,173,155,991,1063,2487,14841,31690
Andhra Pradesh,East Godavari,2009,93,96,5,47,60,20,1,29,456,325,795,62,101,301,32,35,3047,23,196,178,440,666,1652,8660,19329
Andhra Pradesh,Guntakal Rly.,2009,7,0,0,0,0,0,0,0,0,0,169,0,2,1,1,0,5,0,3,1,0,3,22,214,2437
Andhra Pradesh,Guntur,2009,150,140,0,40,62,17,4,44,343,407,779,71,28,384,45,72,2023,26,340,451,720,785,2873,9806,21619
Andhra Pradesh,Hyderabad City,2009,153,110,5,47,55,53,5,59,969,2095,2996,199,85,2007,49,7,3516,36,295,63,1363,516,3157,17840,37689
Andhra Pradesh,Karimnagar,2009,91,98,15,48,106,22,2,15,250,125,403,185,25,396,3,75,2751,40,292,234,635,517,1554,7902,17793
Andhra Pradesh,Khammam,2009,118,69,3,98,96,12,6,23,253,184,328,138,31,164,8,11,1111,18,205,152,519,478,2200,6228,14462
Andhra Pradesh,Krishna,2009,72,104,3,43,35,14,2,11,168,134,385,43,26,135,11,36,2578,14,297,130,402,397,852,5893,13794
Andhra Pradesh,Kurnool,2009,103,170,2,31,73,10,9,19,282,189,306,167,28,265,15,46,1713,17,398,365,239,522,3033,8002,18013
Andhra Pradesh,Mahaboobnagar,2009,158,68,18,74,101,2,1,16,256,5,1004,120,18,171,16,73,2269,24,215,75,299,740,1249,6972,15953
Andhra Pradesh,Medak,2009,120,61,8,46,51,10,4,25,260,128,470,69,19,268,4,54,2010,27,118,58,368,607,1102,5887,13783
Andhra Pradesh,Nalgonda,2009,124,63,7,77,75,34,9,32,272,107,387,107,36,282,8,97,1808,41,254,205,364,746,3482,8617,19243
Andhra Pradesh,Nellore,2009,66,82,3,32,48,2,14,7,189,206,393,41,44,193,17,38,2304,3,287,128,305,485,980,5867,13743
Andhra Pradesh,Nizamabad,2009,106,55,3,27,41,5,4,16,241,105,312,37,18,201,15,49,1595,19,79,75,518,408,961,4890,11789
Andhra Pradesh,Prakasham,2009,78,91,6,27,44,22,1,3,180,132,291,47,31,194,15,26,1303,14,197,51,248,510,2614,6125,14259
Andhra Pradesh,Ranga Reddy,2009,63,27,4,26,20,9,2,5,99,12,116,18,3,57,2,20,777,20,44,25,108,139,446,2042,6093
Andhra Pradesh,Secunderabad Rly.,2009,9,1,0,0,0,0,0,0,0,0,463,0,0,3,0,0,8,0,3,0,0,5,96,588,3185
Andhra Pradesh,Srikakulam,2009,31,2,1,21,20,0,1,5,125,2,160,8,22,63,16,18,755,6,67,44,211,229,1547,3354,8717
Andhra Pradesh,Vijayawada City,2009,34,54,1,23,53,10,0,22,176,439,698,8,23,306,38,16,1547,17,177,198,433,290,617,5180,12369
Andhra Pradesh,Vijayawada Rly.,2009,3,4,0,0,0,0,0,3,1,0,510,0,5,4,1,0,23,0,0,0,0,1,37,592,3193
Andhra Pradesh,Visakha Rural,2009,47,36,2,14,7,11,0,4,94,34,124,40,5,79,7,20,1172,8,57,56,167,332,422,2738,7485
Andhra Pradesh,Visakhapatnam,2009,28,25,4,39,26,22,1,21,311,420,620,12,62,270,19,13,473,13,95,54,481,428,1979,5416,12841
Andhra Pradesh,Vizianagaram,2009,30,24,2,13,12,3,1,4,128,1,241,8,12,118,19,15,523,8,103,105,297,265,1519,3451,8911
Andhra Pradesh,Warangal,2009,103,42,5,70,130,10,3,14,277,216,300,289,9,365,7,40,1421,49,234,25,432,510,2928,7479,16967
Andhra Pradesh,West Godavari,2009,73,124,5,114,89,26,0,25,364,379,873,44,57,380,30,61,2216,14,384,196,729,610,1793,8586,19181
Andhra Pradesh,Adilabad,2010,98,90,9,48,48,7,5,15,196,85,217,65,36,162,1,26,1044,18,133,155,429,342,1726,4955,11920
Andhra Pradesh,Anantapur,2010,137,101,7,20,60,21,18,21,291,230,500,65,23,226,2,35,2066,20,132,35,250,574,1020,5854,13718
Andhra Pradesh,Chittoor,2010,100,50,1,44,56,29,8,12,149,116,368,58,16,152,7,19,827,32,136,121,388,552,1977,5218,12446
Andhra Pradesh,Cuddapah,2010,99,40,5,39,51,12,2,9,144,133,355,99,37,152,4,37,1385,15,137,45,321,484,2089,5694,13398
Andhra Pradesh,Cyberabad,2010,187,84,10,95,72,78,14,63,1361,1609,2406,60,173,1256,18,61,3529,43,157,1257,1191,1080,1543,16348,34705
Andhra Pradesh,East Godavari,2010,71,91,23,66,30,21,3,11,318,297,539,29,80,271,6,24,2060,20,193,188,246,577,1185,6349,14708
Andhra Pradesh,Guntakal Rly.,2010,8,1,0,0,2,2,0,2,0,0,221,0,0,3,2,1,4,0,2,2,0,3,34,287,2584
Andhra Pradesh,Guntur,2010,107,107,1,38,39,16,9,15,222,172,476,48,60,208,11,54,1408,20,282,409,456,550,1804,6512,15034
Andhra Pradesh,Guntur Urban,2010,43,26,1,12,5,22,2,19,123,220,523,9,34,236,2,9,321,13,48,54,245,232,1009,3208,8426
Andhra Pradesh,Hyderabad City,2010,134,143,8,45,41,80,7,54,906,1543,3373,513,96,2021,29,15,3425,44,171,60,1420,542,2879,17549,37108
Andhra Pradesh,Karimnagar,2010,139,86,8,65,128,30,2,16,282,251,422,158,41,489,1,56,2791,39,237,241,636,571,1631,8320,18650
Andhra Pradesh,Khammam,2010,93,70,4,62,66,5,2,11,210,172,339,130,25,233,4,38,1994,17,147,129,354,497,969,5571,13152
Andhra Pradesh,Krishna,2010,80,79,1,54,67,8,2,9,195,107,456,36,13,171,6,28,2323,22,300,149,412,440,860,5819,13647
Andhra Pradesh,Kurnool,2010,156,145,6,49,67,18,5,20,211,164,327,84,28,301,9,41,1500,19,347,268,501,593,2399,7258,16526
Andhra Pradesh,Mahaboobnagar,2010,177,58,14,89,78,9,1,24,253,7,1217,46,28,185,3,37,1903,34,174,78,233,734,1322,6704,15418
Andhra Pradesh,Medak,2010,96,59,11,49,68,15,7,21,325,168,376,46,13,231,2,58,1654,29,103,95,316,655,872,5269,12548
Andhra Pradesh,Nalgonda,2010,118,68,5,68,81,0,4,36,303,191,404,99,46,245,4,57,1420,32,195,192,218,748,3202,7736,17482
Andhra Pradesh,Nellore,2010,72,86,2,28,74,3,6,11,237,299,481,34,38,244,6,43,1951,6,176,119,382,484,997,5779,13568
Andhra Pradesh,Nizamabad,2010,98,45,8,62,50,15,4,23,329,205,499,56,12,206,7,36,1805,21,114,75,626,442,1077,5815,13640
Andhra Pradesh,Prakasham,2010,98,99,2,29,65,19,8,14,188,56,399,23,47,188,1,32,1118,13,253,32,216,488,2054,5442,12894
Andhra Pradesh,Rajahmundry,2010,21,20,1,10,12,18,3,10,129,6,376,5,35,82,4,4,620,4,47,39,96,164,316,2022,6054
Andhra Pradesh,Ranga Reddy,2010,33,26,5,19,19,2,0,4,66,24,96,20,4,59,1,17,638,19,39,26,75,167,317,1676,5362
Andhra Pradesh,Secunderabad Rly.,2010,2,0,0,1,1,0,0,8,0,0,357,0,0,3,4,1,8,0,2,2,0,3,70,462,2934
Andhra Pradesh,Srikakulam,2010,31,43,0,35,31,0,2,7,139,5,301,53,12,99,1,21,833,5,93,92,233,317,2557,4910,11830
Andhra Pradesh,Tirupathi Urban,2010,31,35,0,10,15,11,2,4,119,221,415,25,7,150,1,4,696,5,38,25,85,237,471,2607,7224
Andhra Pradesh,Vijayawada City,2010,33,49,1,25,65,22,3,20,228,539,785,8,52,398,16,20,1565,17,172,219,626,363,607,5833,13676
Andhra Pradesh,Vijayawada Rly.,2010,3,1,0,1,0,0,1,10,0,0,360,1,1,4,0,0,12,3,6,0,4,5,37,449,2908
Andhra Pradesh,Visakha Rural,2010,79,26,2,42,12,15,1,1,110,15,235,70,10,112,4,27,1263,8,92,52,222,347,567,3312,8634
Andhra Pradesh,Visakhapatnam,2010,24,25,4,53,24,10,8,40,335,134,1100,2,75,294,16,28,2443,11,59,52,393,466,1516,7112,16234
Andhra Pradesh,Vizianagaram,2010,26,40,2,32,15,4,1,6,122,0,269,0,11,117,6,15,526,14,101,85,312,312,1846,3862,9734
Andhra Pradesh,Warangal,2010,49,19,5,28,39,10,3,6,141,5,127,146,0,131,2,10,803,7,98,10,50,248,780,2717,7444
Andhra Pradesh,Warangal Urban,2010,21,16,1,17,28,0,0,6,122,0,245,44,3,165,1,42,566,12,50,25,412,245,495,2516,7042
Andhra Pradesh,West Godavari,2010,74,125,8,127,122,20,1,22,446,448,770,199,74,370,5,29,2276,26,400,231,732,623,1145,8273,18556
Andhra Pradesh,Adilabad,2011,109,94,8,84,70,7,5,8,230,96,250,85,24,175,3,33,1897,20,112,142,429,359,881,5121,12253
Andhra Pradesh,Anantapur,2011,171,108,5,16,83,0,13,15,247,175,470,85,16,155,1,38,1977,36,156,16,198,595,854,5430,12871
Andhra Pradesh,Chittoor,2011,91,55,5,17,47,37,5,17,159,245,367,84,21,163,10,57,1848,25,124,168,421,500,758,5224,12459
Andhra Pradesh,Cuddapah,2011,120,67,6,41,65,8,3,4,143,248,338,105,36,163,5,29,2050,15,144,17,122,489,1122,5340,12691
Andhra Pradesh,Cyberabad,2011,213,128,17,89,90,56,9,93,1210,1754,2256,52,168,1293,13,49,4028,51,158,234,1411,1185,3088,17645,37301
Andhra Pradesh,East Godavari,2011,83,110,3,72,51,9,2,23,308,364,636,31,88,280,23,34,2228,17,176,224,575,563,1211,7111,16233
Andhra Pradesh,Guntakal Rly.,2011,9,0,0,0,0,0,1,4,0,0,227,1,0,2,15,0,6,0,0,3,1,4,24,297,2605
Andhra Pradesh,Guntur,2011,88,73,2,40,57,1,4,8,255,80,611,36,25,278,15,40,2934,8,223,140,494,460,1154,7026,16063
Andhra Pradesh,Guntur Urban,2011,51,30,1,33,28,3,2,14,138,320,530,3,13,273,5,9,1005,6,86,111,395,229,648,3933,9877
Andhra Pradesh,Hyderabad City,2011,117,136,6,59,39,56,8,40,693,1823,2593,220,75,1864,44,50,3334,37,157,93,1355,505,2353,15657,33325
Andhra Pradesh,Karimnagar,2011,150,124,6,58,120,52,2,20,339,288,504,179,59,588,3,73,2801,40,253,235,702,574,1797,8973,19951
Andhra Pradesh,Khammam,2011,108,98,6,84,73,8,5,12,262,212,328,157,18,199,1,19,1945,20,243,140,519,528,976,5961,13933
Andhra Pradesh,Krishna,2011,70,78,1,80,75,14,2,13,264,145,447,32,33,203,2,50,2606,15,348,292,733,416,938,6857,15725
Andhra Pradesh,Kurnool,2011,153,177,4,39,58,18,9,19,240,166,389,116,13,382,4,45,1611,20,340,222,424,553,2439,7441,16893
Andhra Pradesh,Mahaboobnagar,2011,188,85,28,88,69,5,3,15,236,10,1158,67,25,194,4,76,1955,28,162,66,259,708,1246,6675,15361
Andhra Pradesh,Medak,2011,141,57,14,38,33,7,6,19,331,154,410,72,13,250,8,62,1725,26,121,50,384,749,999,5669,13349
Andhra Pradesh,Nalgonda,2011,101,95,5,48,51,33,2,19,294,150,462,130,31,264,6,62,1374,36,229,150,255,778,3065,7640,17291
Andhra Pradesh,Nellore,2011,61,82,3,28,81,4,2,18,208,295,648,36,87,229,6,51,2237,7,166,119,187,460,1278,6294,14598
Andhra Pradesh,Nizamabad,2011,135,55,9,63,51,33,9,30,408,231,535,88,27,248,4,20,1900,27,98,100,569,506,1245,6391,14793
Andhra Pradesh,Prakasham,2011,88,111,5,24,81,19,7,15,202,174,336,53,71,276,7,34,1397,11,243,56,266,495,2009,5980,13971
Andhra Pradesh,Rajahmundry,2011,21,56,0,15,28,8,1,10,105,149,227,7,26,69,2,3,750,3,44,34,189,149,245,2141,6293
Andhra Pradesh,Ranga Reddy,2011,75,19,5,24,20,4,1,6,88,34,98,38,8,60,0,11,592,15,50,2,89,188,365,1792,5595
Andhra Pradesh,Secunderabad Rly.,2011,9,2,0,0,1,0,0,7,0,0,447,7,0,7,10,1,17,1,5,1,2,3,53,573,3157
Andhra Pradesh,Srikakulam,2011,40,65,3,29,23,5,3,7,124,14,240,100,24,73,0,24,1654,8,91,83,333,287,931,4161,10333
Andhra Pradesh,Tirupathi Urban,2011,44,30,1,10,1,20,2,23,180,349,490,37,5,245,4,11,709,5,40,7,112,215,408,2948,7907
Andhra Pradesh,Vijayawada City,2011,35,66,5,37,50,20,2,35,232,609,922,2,101,430,6,24,1842,17,248,355,1066,313,808,7225,16461
Andhra Pradesh,Vijayawada Rly.,2011,2,0,0,1,2,1,1,3,0,0,400,0,0,6,0,0,17,1,3,2,1,4,35,479,2969
Andhra Pradesh,Visakha Rural,2011,66,28,0,38,30,6,0,11,166,15,268,47,20,131,0,22,1291,8,120,128,203,313,557,3468,8947
Andhra Pradesh,Visakhapatnam,2011,39,34,5,57,48,2,13,28,283,393,891,3,57,244,4,11,1308,12,31,50,386,410,577,4886,11783
Andhra Pradesh,Vizianagaram,2011,38,32,3,50,20,6,0,11,128,0,344,8,15,102,1,8,1551,5,79,99,384,266,1668,4818,11647
Andhra Pradesh,Warangal,2011,72,32,8,48,62,6,1,12,234,8,330,208,8,179,1,27,975,26,157,27,89,305,1701,4516,11043
Andhra Pradesh,Warangal Urban,2011,46,10,5,35,15,40,1,21,160,115,300,86,5,272,1,5,499,26,78,54,63,230,1730,3797,9605
Andhra Pradesh,West Godavari,2011,74,92,2,97,90,54,2,20,433,350,849,35,62,451,16,43,2389,27,364,238,760,634,1229,8311,18633
Andhra Pradesh,Adilabad,2012,81,80,14,88,61,21,2,14,240,104,269,56,25,216,3,35,2172,7,90,155,498,400,1079,5710,13432
Andhra Pradesh,Anantapur,2012,173,123,3,18,63,11,14,6,211,155,426,41,12,168,3,24,2018,19,195,8,130,576,1043,5441,12893
Andhra Pradesh,Chittoor,2012,91,75,5,28,49,7,3,10,136,208,293,32,9,217,4,27,622,33,90,269,339,520,1398,4465,10942
Andhra Pradesh,Cuddapah,2012,118,96,2,26,44,32,4,9,136,154,359,114,76,332,0,6,2355,13,217,37,120,500,1360,6110,14232
Andhra Pradesh,Cyberabad,2012,198,113,10,75,102,56,14,86,1101,1887,2574,28,168,1762,8,48,4013,45,183,282,976,1095,3155,17979,37970
Andhra Pradesh,East Godavari,2012,70,94,3,71,40,14,1,16,345,281,580,31,82,204,16,38,2222,17,248,160,536,559,1317,6945,15902
Andhra Pradesh,Guntakal Rly.,2012,7,0,0,1,0,1,1,3,0,0,268,1,1,0,13,1,11,1,1,1,2,2,24,339,2690
Andhra Pradesh,Guntur,2012,96,68,1,23,53,10,0,6,146,176,532,31,25,261,25,33,2309,21,252,83,656,461,2103,7371,16754
Andhra Pradesh,Guntur Urban,2012,56,53,3,24,32,10,2,29,155,409,495,11,16,294,7,15,1072,9,84,83,687,229,912,4687,11386
Andhra Pradesh,Hyderabad City,2012,102,166,6,74,31,57,12,57,647,1370,2324,354,71,2131,25,101,3381,23,145,141,1339,503,2932,15992,33996
Andhra Pradesh,Karimnagar,2012,128,112,11,40,98,43,4,25,326,228,632,112,65,678,3,63,2636,46,224,232,759,574,1952,8991,19994
Andhra Pradesh,Khammam,2012,130,110,7,78,62,11,5,14,284,157,371,150,22,251,9,33,1956,13,233,172,231,547,1195,6041,14094
Andhra Pradesh,Krishna,2012,78,53,1,67,55,12,2,9,263,139,534,26,54,218,7,52,2601,16,341,309,791,415,1168,7211,16434
Andhra Pradesh,Kurnool,2012,111,143,4,22,46,12,3,18,246,4,514,71,13,329,5,34,2382,15,331,75,166,549,1594,6687,15386
Andhra Pradesh,Mahaboobnagar,2012,182,90,15,56,70,6,3,16,235,9,952,58,24,189,4,38,1870,27,154,45,204,796,1442,6485,14982
Andhra Pradesh,Medak,2012,113,43,5,26,45,9,6,17,409,158,535,130,21,324,2,52,1674,20,112,55,475,641,1198,6070,14152
Andhra Pradesh,Nalgonda,2012,86,88,6,52,79,10,9,20,323,191,611,115,44,400,5,70,2995,20,246,264,302,800,2198,8934,19880
Andhra Pradesh,Nellore,2012,94,86,1,23,72,18,5,42,292,255,578,22,107,163,5,45,2550,9,210,142,405,490,1240,6854,15720
Andhra Pradesh,Nizamabad,2012,113,48,12,35,23,15,4,15,345,178,435,66,33,297,3,47,1332,19,100,102,596,444,1280,5542,13096
Andhra Pradesh,Prakasham,2012,108,117,5,37,69,15,2,27,258,230,444,41,68,362,9,19,2523,16,213,47,263,491,1311,6675,15362
Andhra Pradesh,Rajahmundry,2012,23,25,3,13,5,4,0,7,120,99,238,0,34,93,1,5,734,3,49,35,183,171,280,2125,6262
Andhra Pradesh,Ranga Reddy,2012,72,27,5,27,21,1,5,11,148,33,142,22,5,79,0,26,600,16,58,31,152,190,423,2094,6200
